read_name,read_len,start_time,barcode,best_reference,ref_len,start_coords,end_coords,num_matches,aln_block_len
d80261e9-cf7b-4509-a9c4-7d6c5c2a6f8c,418,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,17835,18176,237,345
b71b95f7-94a3-4226-8b54-59c146424e86,440,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,9778,10135,210,359
2f493b41-8275-4217-abaa-c55c5a83cb29,394,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,1864,2215,196,356
f01f4e51-9d4b-4a2f-8cc2-3c74c39c68b2,374,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,10409,10738,193,332
3a5f99e9-cbdc-4448-a6b4-ab4098d23a12,384,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,3726,4073,255,348
1142fcd8-66d5-49e2-8754-98d8e42d0e50,421,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,7957,8304,232,353
f778d67f-a23e-463c-8757-0b663a05d67e,413,2019-08-30T14:38:54Z,none,NiV|human|MYS|Nipah|1999,18246,14923,15245,141,323
9aac8f29-dfa5-4b65-93df-d58b76493d25,419,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,11544,11909,245,373
b944b59e-4bc8-4fee-9744-e9582a785a2f,417,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,17835,18191,143,365
ef286a6b-a446-4f68-b397-152e20fe3956,385,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,3456,3797,285,346
49c64f5b-7853-46ee-8f34-a156460dea4e,387,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,7937,8306,123,370
24efdb2b-4e8a-4850-9512-58bb5fc90cc2,418,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,1548,1929,247,387
cb15a415-b83a-4118-9a2b-fd2d777726ef,431,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,3722,4111,270,391
bb40228a-d5b4-44a3-bc26-e984487e13d0,373,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,14869,15191,171,322
1de8cb2b-1797-40e0-864f-168b3805b917,380,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,949,1294,218,345
5935c47c-cf15-42f2-9bf2-36a6d7f85a4b,407,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,3438,3794,298,358
18c3f137-5cf6-4c3e-b009-c7030618c5a3,209,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,3086,3180,65,94
18c3f137-5cf6-4c3e-b009-c7030618c5a3,209,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,5178,5234,56,56
b8da4ea3-aa00-438b-abb5-3f2ceebdabff,420,2019-08-30T14:38:54Z,none,NiV|human|MYS|Nipah|1999,18246,4892,5264,299,378
c5183578-5d36-419b-be2f-61d79329bf4f,420,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,13346,13712,277,368
7495a30d-e21c-42dc-9973-1879b86023a6,428,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,2853,3180,187,335
bfa761dd-7ec0-4541-ac61-d2d9ba32ded8,418,2019-08-30T14:38:56Z,none,NiV|human|MYS|Nipah|1999,18246,10950,11332,292,387
f91f5054-174f-44a7-b006-e5079c2fdbf1,405,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,11299,11621,259,323
89b5fe26-a7cb-4387-ab68-16774e8c91b0,416,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,17844,18176,198,338
1284a458-2c9a-47e0-a790-24cdc72b22cb,421,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,10946,11332,267,390
51466aa4-995a-4c11-bf1f-d7685a29361d,330,2019-08-30T14:38:56Z,none,NiV|human|MYS|Nipah|1999,18246,190,363,116,175
737e356c-0c80-4e3c-a439-63b4e15a6725,233,2019-08-30T14:38:56Z,none,NiV|human|MYS|Nipah|1999,18246,4752,4944,132,192
d64a0507-32c7-4ef8-beb4-0349f12aaf77,290,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,14906,15088,132,183
99772088-193a-407f-83b2-d23e3fadb1db,420,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,7108,7321,94,214
d8af8e63-c6d2-4241-bd69-8fe69664cd11,402,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,9152,9530,231,379
26593857-882e-4ba3-83a4-595d6a93a4b5,417,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,1545,1889,224,360
53d2eb06-6ebb-4157-bfc1-9738e6190c80,412,2019-08-30T14:38:54Z,none,NiV|human|MYS|Nipah|1999,18246,8524,8867,235,346
caa9c03d-ad8c-43f9-bc3f-7cec19cc1cb4,412,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,17373,17658,181,287
44f50abf-62e5-4964-b168-56dc05a21593,425,2019-08-30T14:38:54Z,none,NiV|human|MYS|Nipah|1999,18246,15,401,266,397
9f454259-9054-4cbf-b72f-d886073a8c59,426,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,10946,11316,233,376
4ad270ce-66f4-4730-8e5a-3a9ae894081c,157,2019-08-30T14:38:56Z,none,NiV|human|MYS|Nipah|1999,18246,1545,1633,46,88
b11141e7-dacb-4add-8426-9e3c71f17187,413,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,17344,17680,227,342
0279e786-614d-4102-8afe-1fcb467225d1,425,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,14294,14667,170,373
42077716-01dd-433f-abf9-562bc05ac7f1,402,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,1545,1917,246,376
6809c42c-80fb-4498-a89a-9649d0fef96d,390,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,3475,3797,125,324
b615c434-451a-4b9d-906a-50833557a264,520,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,11525,11860,257,340
b615c434-451a-4b9d-906a-50833557a264,520,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,1855,1993,95,138
59907214-70fd-4f85-a7d6-92513f1720bc,399,2019-08-30T14:38:54Z,none,NiV|human|MYS|Nipah|1999,18246,17692,18025,232,338
153bb865-7611-4bd2-9974-aeb365049569,406,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,13975,14347,246,375
803a3651-6f07-42c5-a60a-3e01468438e9,421,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,319,725,305,413
ff9a95d1-8f12-4e76-8b3a-1a4fbcc137f6,403,2019-08-30T14:38:55Z,none,NiV|human|MYS|Nipah|1999,18246,11532,11874,263,346
