read_name,read_len,start_time,barcode,best_reference,ref_len,start_coords,end_coords,num_matches,aln_block_len
f044c695-42ea-44ee-8a66-7e39eb0583b7,395,2019-08-30T14:43:20Z,none,NiV|human|MYS|Nipah|1999,18246,10103,10438,159,339
223ae6d9-0eab-440e-8af0-fc31dfc9ef8d,381,2019-08-30T14:43:19Z,none,NiV|human|MYS|Nipah|1999,18246,9168,9507,192,342
9f95cebd-15e5-42e4-8058-e06d175d9e99,406,2019-08-30T14:43:19Z,none,NiV|human|MYS|Nipah|1999,18246,673,1010,221,339
c47565e4-1f20-48de-b6a4-98256c36e367,419,2019-08-30T14:43:19Z,none,NiV|human|MYS|Nipah|1999,18246,327,704,220,377
6053e6b4-4f8e-4036-b9ea-83d40380d488,409,2019-08-30T14:43:19Z,none,NiV|human|MYS|Nipah|1999,18246,982,1330,212,351
5dc648f0-61c1-4053-b06c-c19877ad69b2,394,2019-08-30T14:43:21Z,none,NiV|human|MYS|Nipah|1999,18246,13985,14347,199,363
1d047fdc-05d3-48c3-86f4-e1d7d3876ce1,428,2019-08-30T14:43:20Z,none,NiV|human|MYS|Nipah|1999,18246,7750,7988,105,244
6adf71ff-42a3-41fb-a57e-47b69d8f6724,426,2019-08-30T14:43:21Z,none,NiV|human|MYS|Nipah|1999,18246,327,725,269,400
d1693779-f5cb-45aa-a20d-213cc83e6d1f,398,2019-08-30T14:43:21Z,none,NiV|human|MYS|Nipah|1999,18246,17044,17397,165,356
9400d0e1-db0c-413f-a987-efc59b6ae110,433,2019-08-30T14:43:20Z,none,NiV|human|MYS|Nipah|1999,18246,1240,1633,248,396
76ac2279-dc2b-4b62-aa3c-69a30a89edfa,365,2019-08-30T14:43:21Z,none,NiV|human|MYS|Nipah|1999,18246,11351,11632,253,284
48c53f5b-9b71-4255-bd63-7e5ea5e7a83c,451,2019-08-30T14:43:21Z,none,NiV|human|MYS|Nipah|1999,18246,15827,16198,199,386
84b65c8a-b412-4b0d-9f7a-98510fda75d0,415,2019-08-30T14:43:20Z,none,NiV|human|MYS|Nipah|1999,18246,17044,17321,100,281
84b65c8a-b412-4b0d-9f7a-98510fda75d0,415,2019-08-30T14:43:20Z,none,NiV|human|IND|MCL-18-H-1088|2018,18242,17172,17419,60,251
92b2a649-dfa6-4a4a-8ca1-168ebbe5f99b,410,2019-08-30T14:43:21Z,none,NiV|human|MYS|Nipah|1999,18246,14609,14955,251,347
5acddd89-9862-4b18-bdcf-e5f812d18386,353,2019-08-30T14:43:21Z,none,NiV|human|MYS|Nipah|1999,18246,319,648,193,334
