read_name,read_len,start_time,barcode,best_reference,ref_len,start_coords,end_coords,num_matches,aln_block_len
76cd4be6-6dd8-4e8f-a149-aa9439dad744,401,2019-08-30T14:40:35Z,none,NiV|human|MYS|Nipah|1999,18246,16709,17059,298,355
055725ce-09a7-4d8e-b7f3-6fa13fd81d00,423,2019-08-30T14:40:35Z,none,NiV|human|MYS|Nipah|1999,18246,1578,1917,280,353
00814433-f781-4426-b756-c1988a95bc67,420,2019-08-30T14:40:35Z,none,NiV|human|MYS|Nipah|1999,18246,14294,14667,347,376
d1160e48-f362-4152-8634-b0bb58d1b070,243,2019-08-30T14:40:36Z,none,NiV|human|MYS|Nipah|1999,18246,10765,10877,103,112
0fb6ba7a-bd8b-411b-af46-8c3b9d24be72,801,2019-08-30T14:40:34Z,none,NiV|human|MYS|Nipah|1999,18246,15502,15873,293,373
0fb6ba7a-bd8b-411b-af46-8c3b9d24be72,801,2019-08-30T14:40:34Z,none,NiV|human|MYS|Nipah|1999,18246,12725,13095,199,376
b5bf5cf5-935f-4048-a9c6-484d990bb526,296,2019-08-30T14:40:35Z,none,NiV|human|MYS|Nipah|1999,18246,12717,12959,123,243
d6d8d839-0639-4aba-b36a-ae06879e5060,417,2019-08-30T14:40:35Z,none,NiV|human|MYS|Nipah|1999,18246,7026,7382,193,361
c928d49a-0038-4902-ba1d-517fe011538d,396,2019-08-30T14:40:35Z,none,NiV|human|MYS|Nipah|1999,18246,1855,2229,261,374
bca67609-a85c-42b4-a7d1-7f19667d3d81,390,2019-08-30T14:40:35Z,none,NiV|human|MYS|Nipah|1999,18246,13030,13409,224,380
61f0ab13-33e6-4705-9754-e4842187d084,435,2019-08-30T14:40:36Z,none,NiV|human|MYS|Nipah|1999,18246,1342,1633,210,292
15cceaca-ec3e-45dd-8c1b-9c561b9febb1,283,2019-08-30T14:40:38Z,none,NiV|human|MYS|Nipah|1999,18246,3438,3645,88,207
680bfac0-d1bc-47b2-8184-14801c4f8468,415,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,6087,6428,242,346
f7719f62-9d1b-422f-bc79-fdee3d9c1460,404,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,14907,15252,159,348
8b9fb78c-084e-4e90-8831-485c272c2679,399,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,16104,16446,174,342
172a05dc-31fa-43ec-b772-d61fe9bccb42,195,2019-08-30T14:40:38Z,none,NiV|human|MYS|Nipah|1999,18246,10384,10438,46,54
90ef7c8d-f458-4509-add1-3186e88cc2d0,417,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,2510,2849,177,339
2f0472da-2aa1-41d2-9e43-d8876fa6c76b,329,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,2558,2849,140,291
8e61f168-5b7d-452c-b1f1-a70286555d6b,394,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,4575,4944,279,369
b8ceed86-7b0b-4f3c-812b-4b59c5647cc5,419,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,3438,3780,276,343
e22a6294-f1a1-4673-9d84-f9bdf7fd276e,394,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,12749,13095,186,352
8863779f-59b7-4b8e-a974-4eb74c8095ad,398,2019-08-30T14:40:36Z,none,NiV|human|MYS|Nipah|1999,18246,2477,2849,275,379
d876faf3-89e0-467c-ad94-60fa6e4f5b5c,284,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,1662,1919,186,257
d896cb24-c9c0-4ec4-9afb-c5f5dc9f2539,420,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,662,983,211,323
c7ba0032-8194-4734-98de-89316f2c6cfb,412,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,645,997,96,355
dd283ad4-4805-455a-a7b4-c1fa967a9167,399,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,17822,18186,265,367
1e72a9a4-1ec1-4df5-ad6a-ae994c6a06e3,417,2019-08-30T14:40:36Z,none,NiV|human|MYS|Nipah|1999,18246,14283,14656,310,374
733e5fe8-f655-45a5-8f1b-0490a67a662a,408,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,7682,8032,223,351
83945235-ad44-49ee-8a6b-81da8f9f6619,369,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,11578,11913,168,336
14baf4a1-d087-43bb-8c64-ce9b76fb5aa3,414,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,11789,12137,194,350
f721539a-cd91-4b05-b348-cbc6a1cdf55f,392,2019-08-30T14:40:36Z,none,NiV|human|MYS|Nipah|1999,18246,13985,14347,215,364
6cef9ba1-245e-446d-b719-8c1fe9a78d0a,416,2019-08-30T14:40:36Z,none,NiV|human|MYS|Nipah|1999,18246,3759,4111,234,357
10b0b620-2ec1-41e3-90c2-686a1f649bb6,399,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,8863,9196,234,333
0f5dbeed-7b9b-45ff-ba68-ec7a73ca86ac,423,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,10076,10399,133,326
ab72a2f5-baa9-42fa-bd61-648c80fe03cb,790,2019-08-30T14:40:36Z,none,NiV|human|MYS|Nipah|1999,18246,9763,10135,211,382
ab72a2f5-baa9-42fa-bd61-648c80fe03cb,790,2019-08-30T14:40:36Z,none,NiV|human|MYS|Nipah|1999,18246,9166,9429,161,265
cf0f4e9c-d3f0-4825-b0e3-ff6e4d3a32e7,416,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,10090,10459,275,371
3b08871b-bf41-4145-af42-32b2a1ef2f0e,421,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,5502,5899,195,399
840e678e-73f2-45e5-90ff-bdbc70ef7dbd,374,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,13249,13351,81,102
b8dbb072-9c39-426e-88b3-7646dbdf074f,383,2019-08-30T14:40:36Z,none,NiV|human|MYS|Nipah|1999,18246,14014,14333,218,323
34f44784-4696-4e0f-ad0c-aee7334daedd,405,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,9163,9507,235,348
73e727c1-84bb-4be8-ba13-dd1ef7088181,426,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,6086,6428,253,345
87506cf1-a0ab-459b-b736-6babee1bb8d3,412,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,8516,8867,194,353
3d73034c-96ad-4830-9680-93acf09debce,402,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,5830,6161,200,334
2d4d4dfa-db69-4956-8cf2-92a7be937608,425,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,14894,15222,161,331
accdbbe2-af6a-40cc-b2e6-2b3d3ec4e347,403,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,319,697,179,381
34d872a2-0b0c-4594-8b64-d8ab72fc6dc4,391,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,4575,4925,326,351
4e4a73ea-a988-4306-9a17-a9a4249a5ff9,385,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,1864,2231,226,373
4b910b09-ddb6-407e-b1a0-8bc93bbfdf55,252,2019-08-30T14:40:38Z,none,NiV|human|MYS|Nipah|1999,18246,10623,10762,91,139
57375314-9431-4399-b079-3740f848e605,404,2019-08-30T14:40:37Z,none,NiV|human|MYS|Nipah|1999,18246,14877,15252,231,377
